"","id","title","assignee","author","prioritydate","filingdate","publicationdate","grantdate","link","representativelink","city"
"4411","GB-201902493-D0","Localization of a mobile apparatus","Univ Oxford Innovation Ltd",NA,2019-02-25,2019-02-25,2019-04-10,NA,"https://patents.google.com/patent/GB201902493D0/en",NA,"Oxford"
"4412","GB-201813125-D0","Apparatus and method for determining an indication of blood flow","Univ Oxford Innovation Ltd",NA,2018-08-10,2018-08-10,2018-09-26,NA,"https://patents.google.com/patent/GB201813125D0/en",NA,"Oxford"
"4413","GB-201813188-D0","Superconducting quantum computing circuit package","Univ Oxford Innovation Ltd",NA,2018-08-13,2018-08-13,2018-09-26,NA,"https://patents.google.com/patent/GB201813188D0/en",NA,"Oxford"
"4414","GB-201814454-D0","Detection of membrane proteins","Univ Oxford Innovation Ltd",NA,2018-09-05,2018-09-05,2018-10-17,NA,"https://patents.google.com/patent/GB201814454D0/en",NA,"Oxford"
"4415","EP-3688523-A1","Method and appartaus for controlling liquid crystal states","Oxford University Innovation Limited","Chloe C TARTAN, Patrick S SALTER, Martin J BOOTH, Steve J ELSTON, Stephen M Morris",2017-09-26,2018-09-26,2020-08-05,NA,"https://patents.google.com/patent/EP3688523A1/en",NA,"Oxford"
"4416","GB-202009239-D0","Compositions and methods for inducing an immune response","Univ Oxford Innovation Ltd",NA,2020-06-17,2020-06-17,2020-07-29,NA,"https://patents.google.com/patent/GB202009239D0/en",NA,"Oxford"
"4417","EP-3634974-A1","Tunicamycin analogues","Oxford University Innovation Limited","Benjamin Guy Davis, Hua Wang, Filip Wyszynski",2017-06-06,2018-06-06,2020-04-15,NA,"https://patents.google.com/patent/EP3634974A1/en",NA,"Oxford"
"4418","GB-202009762-D0","Method and system for generating a visual representation","Univ Oxford Innovation Ltd",NA,2020-06-26,2020-06-26,2020-08-12,NA,"https://patents.google.com/patent/GB202009762D0/en",NA,"Oxford"
"4419","GB-202010051-D0","Control of a stimulation device for electrical stimulation of a patient","Univ Oxford Innovation Ltd",NA,2020-07-01,2020-07-01,2020-08-12,NA,"https://patents.google.com/patent/GB202010051D0/en",NA,"Oxford"
"4420","EP-3994468-A1","Methods for diagnosing multiple sclerosis","Oxford University Innovation Limited","Fay PROBERT, Daniel Anthony",2019-07-04,2020-07-06,2022-05-11,NA,"https://patents.google.com/patent/EP3994468A1/en",NA,"Oxford"
"4421","EP-3990478-A1","Tnf muteins and uses thereof","Oxford University Innovation Limited","Nicola R. Sibson, Daniel C. Anthony, Sandra J. CAMPBELL",2019-06-28,2020-06-26,2022-05-04,NA,"https://patents.google.com/patent/EP3990478A1/en",NA,"Oxford"
"4422","EP-3986612-A1","Method of manufacturing a microfluidic arrangement, method of operating a microfluidic arrangement, apparatus for manufacturing a microfluidic arrangement","Oxford University Innovation Limited","Edmond Walsh, Peter Richard COOK",2019-06-21,2020-06-08,2022-04-27,NA,"https://patents.google.com/patent/EP3986612A1/en",NA,"Oxford"
"4423","EP-3987453-A1","Optical devices and methods","Oxford University Innovation Limited","James Tan You SIAN, Zengguang CHENG, Harish Bhaskaran",2019-06-19,2020-06-04,2022-04-27,NA,"https://patents.google.com/patent/EP3987453A1/en",NA,"Oxford"
"4424","EP-3969925-A1","Validation of quantitative magnetic resonance imaging protocols","Oxford University Innovation Limited","Qiang Zhang, Stefan PIECHNIK, Konrad WERYS, Iulia Andreia POPESCU, Vanessa FERREIRA",2019-05-17,2020-05-15,2022-03-23,NA,"https://patents.google.com/patent/EP3969925A1/en",NA,"Oxford"
"4425","EP-3959526-A1","Radiofrequency coil","Oxford University Innovation Limited","Tony Zhou, Justin Lau, Jack Miller, Damian TYLER, Chris Randell",2019-04-26,2020-04-24,2022-03-02,NA,"https://patents.google.com/patent/EP3959526A1/en",NA,"Oxford"
"4426","EP-3946729-A1","Iron - manganese based catalyst, catalyst precursor and catalytic process","Oxford University Innovation Limited","Benzhen YAO, Peter P. Edwards, Tiancun Xiao",2019-04-02,2020-04-01,2022-02-09,NA,"https://patents.google.com/patent/EP3946729A1/en",NA,"Oxford"
"4427","EP-3942485-A1","Control of charge carriers in quantum information processing architectures","Quantum Motion Technologies Limited, Oxford University Innovation Limited","Simon BENJAMIN, Zhenyu CAI, John Morton, Michael Fogarty, Simon SCHAAL, Sofia PATOMAKI",2019-03-21,2020-03-10,2022-01-26,NA,"https://patents.google.com/patent/EP3942485A1/en",NA,"Oxford"
"4428","EP-3937770-A1","Apparatus and method for phase tracking an oscillatory signal","Oxford University Innovation Limited","Colin Gerard MCNAMARA, Andrew David SHAROTT",2019-03-12,2020-03-10,2022-01-19,NA,"https://patents.google.com/patent/EP3937770A1/en",NA,"Oxford"
"4429","EP-3924040-A1","Emulation of electrophysiological signals derived by stimulation of a body","Oxford University Innovation Limited","Jean DEBARROS, Peter Brown, Huiling TAN, Timothy Denison",2019-02-13,2020-02-13,2021-12-22,NA,"https://patents.google.com/patent/EP3924040A1/en",NA,"Oxford"
"4430","EP-3922082-A1","Determining metameric settings for a non-linear light source","Oxford University Innovation Limited","Manuel Spitschan",2019-02-07,2020-02-07,2021-12-15,NA,"https://patents.google.com/patent/EP3922082A1/en",NA,"Oxford"
"4431","EP-3897599-A1","Sleep modulation agent","Oxford University Innovation Limited","Gero Miesenboeck, Anissa KEMPF, Seoho SONG",2018-12-21,2019-12-19,2021-10-27,NA,"https://patents.google.com/patent/EP3897599A1/en",NA,"Oxford"
"4432","CN-113454118-A","Modified antibodies","牛津大学科技创新有限公司","西蒙·约翰·戴维斯",2018-12-17,2019-12-17,2021-09-28,NA,"https://patents.google.com/patent/CN113454118A/en","https://patentimages.storage.googleapis.com/5d/4e/b2/ecea7f4e8375c8/HDA0003215943660000041.png","Oxford"
"4433","EP-2747771-B1","Cyclic oligosaccharides for use in the treatment and prevention of bacterial infection","Oxford University Innovation Limited","Lingbing KONG, Benjamin G. Davis, Hagan Bayley",2011-08-22,2012-08-20,2020-04-01,2020-04-01,"https://patents.google.com/patent/EP2747771B1/en","https://patentimages.storage.googleapis.com/50/99/d8/73ca1f35173a21/imgf0001.png","Oxford"
"4434","AU-2019371072-A1","Radiomic signature of an epicardial region","Oxford University Innovation Limited","Charalambos Antoniades, Alexios ANTONOPOULOS, Henry West",2018-10-29,2019-10-29,2021-04-15,NA,"https://patents.google.com/patent/AU2019371072A1/en",NA,"Oxford"
"4435","EP-3870706-A1","Gene therapy for retinal disease","Oxford University Innovation Limited","Harry O ORLANS, Robert E MACLAREN, Michelle E MCCLEMENTS, Alun R BARNARD",2018-10-26,2019-10-25,2021-09-01,NA,"https://patents.google.com/patent/EP3870706A1/en",NA,"Oxford"
"4436","EP-3860486-A1","Electrosurgical apparatus and method","Oxford University Innovation Limited","Kamaljit Singh Chana, Parvinderpal Singh SAINS, Vikram SRIDHAR, Richard T. BRYAN",2018-10-03,2019-10-02,2021-08-11,NA,"https://patents.google.com/patent/EP3860486A1/en",NA,"Oxford"
"4437","EP-3852634-A1","Radiomic signature of adipose","Oxford University Innovation Limited","Charalambos Antoniades, Alexios ANTONOPOULOS",2018-09-18,2019-09-18,2021-07-28,NA,"https://patents.google.com/patent/EP3852634A1/en",NA,"Oxford"
"4438","EP-3849956-A1","Fluorination method","Oxford University Innovation Limited","Veronique Gouverneur, Choon Wee KEE, Osman TACK, Thomas Charles WILSON",2018-09-14,2019-09-13,2021-07-21,NA,"https://patents.google.com/patent/EP3849956A1/en",NA,"Oxford"
"4439","CA-3109429-A1","Methods and compositions for producing a virus","Oxford University Innovation Limited, Sarah Gilbert, Susan Jane MORRIS","Sarah Gilbert, Susan Jane MORRIS",2018-08-30,2019-08-30,2020-03-05,NA,"https://patents.google.com/patent/CA3109429A1/en",NA,"Oxford"
"4440","EP-3833375-A1","Cell-penetrating peptides","Oxford University Innovation Limited, United Kingdom Research and Innovation","Matthew Wood, Samir El Andaloussi, Graham Mcclorey, Raquel MANZANO, Michael J Gait, Caroline GODFREY, Andrey ARZUMANOV, Liz O'DONOVAN, Richard Raz",2018-08-09,2019-08-09,2021-06-16,NA,"https://patents.google.com/patent/EP3833375A1/en",NA,"Oxford"
"4441","EP-3814548-A1","Hydrogen production","Oxford University Innovation Limited","Shik Chi Edman Tsang, Jiaying MO",2018-06-27,2019-06-27,2021-05-05,NA,"https://patents.google.com/patent/EP3814548A1/en",NA,"Oxford"
"4442","EP-3804175-A1","Signal processing device with lipid interface","Oxford University Innovation Limited","Shamit SHRIVASTAVA",2018-06-06,2019-06-06,2021-04-14,NA,"https://patents.google.com/patent/EP3804175A1/en",NA,"Oxford"
"4443","EP-3791358-A1","Method and apparatus for use with a scanning apparatus","Oxford University Innovation Limited","Bartlomiej W. PAPIEZ, Bostjan MARKELC, Graham Brown, Ruth J. Muschel, John Michael Brady, Julia Anne SCHNABEL",2018-05-10,2019-05-10,2021-03-17,NA,"https://patents.google.com/patent/EP3791358A1/en",NA,"Oxford"
"4444","EP-3787689-A1","Drug delivery","Oxford University Innovation Limited","Daniel Anthony, Ben Davis, Kim WALS, Naveed AKBAR, Megan SEALEY",2018-04-30,2019-04-30,2021-03-10,NA,"https://patents.google.com/patent/EP3787689A1/en",NA,"Oxford"
"4445","EP-3788440-A1","Method and apparatus for optical cloaking","Oxford University Innovation Limited","Chloe Ceren TARTAN, John Sandford O'NEILL, Patrick SALTER, Stephen Morris, Miha Ravnik, Martin Booth, Steve Elston",2018-05-03,2019-04-25,2021-03-10,NA,"https://patents.google.com/patent/EP3788440A1/en",NA,"Oxford"
"4446","EP-3775230-A1","Compositions and methods for the treatment of stargardt disease","Oxford University Innovation Limited, NightstaRx Limited","Michelle E. MCCLEMENTS, Robert MACLAREN, Gregory S. Robinson",2018-04-05,2019-04-05,2021-02-17,NA,"https://patents.google.com/patent/EP3775230A1/en",NA,"Oxford"
"4447","EP-3769080-A1","Characterisation of amporphous content of complex formulations based on non-negative matrix factorisation","Oxford University Innovation Limited","Andrew Leslie GODWIN, Harold S. Geddes",2018-03-20,2019-03-20,2021-01-27,NA,"https://patents.google.com/patent/EP3769080A1/en",NA,"Oxford"
"4448","CA-3132881-A1","Control of plastid associated protein degradation i","Oxford University Innovation Limited, Paul Jarvis","Paul Jarvis",2018-03-09,2019-03-08,2019-09-12,NA,"https://patents.google.com/patent/CA3132881A1/en",NA,"Oxford"
"4449","EP-3743414-A1","Inhibitors of ras-effector protein interactions","Oxford University Innovation Limited","Terrence Rabbitts, Camilo QUEVEDO, Abimael CRUZ, Simon Philips, Philip Spencer Fallon, Anna HOPKINS, Lydia Yuen-Wah LEE, Tenin TRAORE, Sophie Caroline Williams, Natalie Louise Winfield",2018-01-24,2019-01-23,2020-12-02,NA,"https://patents.google.com/patent/EP3743414A1/en",NA,"Oxford"
"4450","EP-3762944-A1","Method and apparatus for monitoring a human or animal subject","Oxford University Innovation Limited","David Clifton, Chris Pugh, Tingting ZHU, Glen Wright COLOPY",2018-03-05,2019-01-16,2021-01-13,NA,"https://patents.google.com/patent/EP3762944A1/en",NA,"Oxford"
"4451","US-2018161013-A1","Computer-aided tracking and motion analysis with ultrasound for measuring joint kinematics","Oxford University Innovation Limited","Andrew Paul Monk, David Murray",2015-04-10,2016-04-06,2018-06-14,NA,"https://patents.google.com/patent/US20180161013A1/en","https://patentimages.storage.googleapis.com/9d/95/87/e0b204eafc5fd5/US20180161013A1-20180614-D00000.png","Oxford"
"4452","EP-4018523-A1","Method and apparatus for synchronisation and data transmission","Oxford University Innovation Limited","Damien FROST, Tim Frost",2019-08-21,2020-08-20,2022-06-29,NA,"https://patents.google.com/patent/EP4018523A1/en",NA,"Oxford"
"4453","CN-115485066-A","Catalytic material and use thereof","牛津大学科技创新有限公司","曾适之, 胡信诚, 方辉煌",2020-02-07,2021-02-05,2022-12-16,NA,"https://patents.google.com/patent/CN115485066A/en","https://patentimages.storage.googleapis.com/83/2d/71/6d96c30fbccf5b/HDA0003882877060000011.png","Oxford"
"4454","GB-202102141-D0","Etching process","Univ Oxford Innovation Ltd",NA,2021-02-16,2021-02-16,2021-03-31,NA,"https://patents.google.com/patent/GB202102141D0/en",NA,"Oxford"
"4455","CN-114729380-A","Modified plants","牛津大学科技创新有限公司","J·A·兰代尔, D·L·弗拉德",2019-07-26,2020-07-24,2022-07-08,NA,"https://patents.google.com/patent/CN114729380A/en","https://patentimages.storage.googleapis.com/5d/8e/41/3bfcb7df9c9e21/HDA0003531791360000011.png","Oxford"
"4456","GB-202015970-D0","Aortic aneurysm growth rate prediction from geometric analysis","Univ Oxford Innovation Ltd",NA,2020-10-08,2020-10-08,2020-11-25,NA,"https://patents.google.com/patent/GB202015970D0/en",NA,"Oxford"
"4457","GB-202008841-D0","Treatment of gait impairment using deep brain stimulation","Univ Oxford Innovation Ltd",NA,2020-06-11,2020-06-11,2020-07-29,NA,"https://patents.google.com/patent/GB202008841D0/en",NA,"Oxford"
"4458","GB-202007403-D0","A muffler heat-exchanger for an engine exhaust, and engine exhaust system, and an engine system","Univ Oxford Innovation Ltd",NA,2020-05-19,2020-05-19,2020-07-01,NA,"https://patents.google.com/patent/GB202007403D0/en",NA,"Oxford"
"4459","GB-202006144-D0","Method of diagnosing a biological entity, and diagnostic device","Univ Oxford Innovation Ltd",NA,2020-04-27,2020-04-27,2020-06-10,NA,"https://patents.google.com/patent/GB202006144D0/en",NA,"Oxford"
"4460","GB-202006047-D0","Method","Univ Oxford Innovation Ltd",NA,2020-04-24,2020-04-24,2020-06-10,NA,"https://patents.google.com/patent/GB202006047D0/en",NA,"Oxford"
"4461","GB-202004916-D0","Antibodies","Univ Oxford Innovation Ltd",NA,2020-04-02,2020-04-02,2020-05-20,NA,"https://patents.google.com/patent/GB202004916D0/en",NA,"Oxford"
"4462","GB-202004515-D0","Method","Univ Oxford Innovation Ltd",NA,2020-03-27,2020-03-27,2020-05-13,NA,"https://patents.google.com/patent/GB202004515D0/en",NA,"Oxford"
"4463","GB-201917818-D0","Intraoral device","Univ Oxford Innovation Ltd",NA,2019-12-05,2019-12-05,2020-01-22,NA,"https://patents.google.com/patent/GB201917818D0/en",NA,"Oxford"
"4464","GB-201916838-D0","Method of diagnosis","Univ Oxford Innovation Ltd",NA,2019-11-19,2019-11-19,2020-01-01,NA,"https://patents.google.com/patent/GB201916838D0/en",NA,"Oxford"
"4465","GB-202010484-D0","Polymerisation process","Univ Oxford Innovation Ltd",NA,2020-07-08,2020-07-08,2020-08-19,NA,"https://patents.google.com/patent/GB202010484D0/en",NA,"Oxford"
"4466","GB-202010569-D0","Compositions and methods for inducing an immune response","Univ Oxford Innovation Ltd",NA,2020-07-09,2020-07-09,2020-08-26,NA,"https://patents.google.com/patent/GB202010569D0/en",NA,"Oxford"
"4467","GB-201818888-D0","Apparatus and methods for testing a smaple","Univ Oxford Innovation Ltd",NA,2018-11-20,2018-11-20,2019-01-02,NA,"https://patents.google.com/patent/GB201818888D0/en",NA,"Oxford"
"4468","GB-202010894-D0","Gene therapy","Univ Oxford Innovation Ltd",NA,2020-07-15,2020-07-15,2020-08-26,NA,"https://patents.google.com/patent/GB202010894D0/en",NA,"Oxford"
"4469","GB-202010989-D0","Photoredox protein modification","Rosalind Franklin Inst, Univ Oxford Innovation Ltd",NA,2020-07-16,2020-07-16,2020-09-02,NA,"https://patents.google.com/patent/GB202010989D0/en",NA,"Oxford"
"4470","GB-202011743-D0","Diagnosis of cancer","Univ Oxford Innovation Ltd",NA,2020-07-29,2020-07-29,2020-09-09,NA,"https://patents.google.com/patent/GB202011743D0/en",NA,"Oxford"
"4471","GB-202012308-D0","Deep brain stimulation","Univ Oxford Innovation Ltd",NA,2020-08-07,2020-08-07,2020-09-23,NA,"https://patents.google.com/patent/GB202012308D0/en",NA,"Oxford"
"4472","GB-202012487-D0","Electrode Structure","Univ Oxford Innovation Ltd",NA,2020-08-11,2020-08-11,2020-09-23,NA,"https://patents.google.com/patent/GB202012487D0/en",NA,"Oxford"
"4473","GB-201819634-D0","Polymer dispersed liquid crystals","Univ Oxford Innovation Ltd",NA,2018-11-30,2018-11-30,2019-01-16,NA,"https://patents.google.com/patent/GB201819634D0/en",NA,"Oxford"
"4474","GB-201916410-D0","Electrical resonators","Metaboards Ltd, Univ Oxford Innovation Ltd",NA,2019-11-11,2019-11-11,2019-12-25,NA,"https://patents.google.com/patent/GB201916410D0/en",NA,"Oxford"
"4475","GB-201915235-D0","Targeted cue delivery system for gait regulation","Univ Oxford Innovation Ltd",NA,2019-10-22,2019-10-22,2019-12-04,NA,"https://patents.google.com/patent/GB201915235D0/en",NA,"Oxford"
"4476","GB-201914539-D0","Print head","Univ Oxford Innovation Ltd",NA,2019-10-08,2019-10-08,2019-11-20,NA,"https://patents.google.com/patent/GB201914539D0/en",NA,"Oxford"
"4477","GB-202012670-D0","Therapeutic compounds","Univ Oxford Innovation Ltd",NA,2020-08-13,2020-08-13,2020-09-30,NA,"https://patents.google.com/patent/GB202012670D0/en",NA,"Oxford"
"4478","GB-201914266-D0","Method of amplifying nucleic acids","Univ Oxford Innovation Ltd",NA,2019-10-03,2019-10-03,2019-11-20,NA,"https://patents.google.com/patent/GB201914266D0/en",NA,"Oxford"
"4479","GB-201912976-D0","Apparatus for measuring soil contact stresses","Univ Oxford Innovation Ltd",NA,2019-09-09,2019-09-09,2019-10-23,NA,"https://patents.google.com/patent/GB201912976D0/en",NA,"Oxford"
"4480","GB-201915526-D0","Modified cell","Univ Oxford Innovation Ltd",NA,2019-10-25,2019-10-25,2019-12-11,NA,"https://patents.google.com/patent/GB201915526D0/en",NA,"Oxford"
"4481","GB-202012717-D0","Active agent release particle","Univ Oxford Innovation Ltd",NA,2020-08-14,2020-08-14,2020-09-30,NA,"https://patents.google.com/patent/GB202012717D0/en",NA,"Oxford"
"4482","GB-202012839-D0","Plasmid stabilisation","Univ Oxford Innovation Ltd",NA,2020-08-17,2020-08-17,2020-09-30,NA,"https://patents.google.com/patent/GB202012839D0/en",NA,"Oxford"
"4483","GB-202013554-D0","Detection of a relapse in a multiple sclerosis patient","Univ Oxford Innovation Ltd",NA,2020-08-28,2020-08-28,2020-10-14,NA,"https://patents.google.com/patent/GB202013554D0/en",NA,"Oxford"
"4484","GB-202002930-D0","Aortic aneurysm growth progression","Univ Oxford Innovation Ltd",NA,2020-02-28,2020-02-28,2020-04-15,NA,"https://patents.google.com/patent/GB202002930D0/en",NA,"Oxford"
"4485","GB-202005892-D0","Proteinaceous particle","Univ Oxford Innovation Ltd",NA,2020-04-22,2020-04-22,2020-06-03,NA,"https://patents.google.com/patent/GB202005892D0/en",NA,"Oxford"
"4486","GB-201907791-D0","Reference elctrode","Univ Oxford Innovation Ltd",NA,2019-05-31,2019-05-31,2019-07-17,NA,"https://patents.google.com/patent/GB201907791D0/en",NA,"Oxford"
